complexity,run,train_mse,test_mse,params,label_corruption,learning_rate,batch_size,epochs,alpha,degree,n_features
1,0,0.4707794228160873,0.29236370491931263,18.374516149096255,0.15,,,,0.7943282347242815,,
1,1,0.48488198925016834,0.30101346238502924,18.374516149096255,0.15,,,,0.7943282347242815,,
1,2,0.3804069844269569,0.2765625230632163,18.374516149096255,0.15,,,,0.7943282347242815,,
1,3,0.43526100928461053,0.31784262253022444,18.374516149096255,0.15,,,,0.7943282347242815,,
1,4,0.4958126193092841,0.2884287035949256,18.374516149096255,0.15,,,,0.7943282347242815,,
1,5,0.4394321764945367,0.32737263094281716,18.374516149096255,0.15,,,,0.7943282347242815,,
1,6,0.4479901154842086,0.2943799228268649,18.374516149096255,0.15,,,,0.7943282347242815,,
1,7,0.41991036961635986,0.277948860364781,18.374516149096255,0.15,,,,0.7943282347242815,,
1,8,0.47249027351311434,0.2953464938333673,18.374516149096255,0.15,,,,0.7943282347242815,,
1,9,0.5346555932091313,0.3015291864346932,18.374516149096255,0.15,,,,0.7943282347242815,,
1,10,0.40223987143411627,0.27906665605971653,18.374516149096255,0.15,,,,0.7943282347242815,,
1,11,0.5302263312452424,0.2936640323898702,18.374516149096255,0.15,,,,0.7943282347242815,,
1,12,0.3899526486151334,0.29109098982700365,18.374516149096255,0.15,,,,0.7943282347242815,,
1,13,0.4017249632267566,0.29119870082101473,18.374516149096255,0.15,,,,0.7943282347242815,,
1,14,0.45349405949021704,0.28700614021411014,18.374516149096255,0.15,,,,0.7943282347242815,,
1,15,0.41249615541742285,0.2718948597911964,18.374516149096255,0.15,,,,0.7943282347242815,,
1,16,0.44098511973394505,0.2868965158467017,18.374516149096255,0.15,,,,0.7943282347242815,,
1,17,0.41940699715378243,0.29549343459692023,18.374516149096255,0.15,,,,0.7943282347242815,,
1,18,0.38438084042637194,0.2897589159151031,18.374516149096255,0.15,,,,0.7943282347242815,,
1,19,0.43202223359570224,0.30683740579617413,18.374516149096255,0.15,,,,0.7943282347242815,,
2,0,0.4474923085612619,0.2701249001342168,19.734014203419925,0.15,,,,0.6309573444801932,,
2,1,0.3501509728387208,0.2529337253502982,19.734014203419925,0.15,,,,0.6309573444801932,,
2,2,0.3815426740829799,0.2626136834046217,19.734014203419925,0.15,,,,0.6309573444801932,,
2,3,0.5106454722121851,0.27550572390022343,19.734014203419925,0.15,,,,0.6309573444801932,,
2,4,0.4240665340196404,0.28124899458904423,19.734014203419925,0.15,,,,0.6309573444801932,,
2,5,0.4273148132886773,0.31534418725214647,19.734014203419925,0.15,,,,0.6309573444801932,,
2,6,0.3984397401475319,0.2787984567485037,19.734014203419925,0.15,,,,0.6309573444801932,,
2,7,0.4330809446236084,0.27269294390154547,19.734014203419925,0.15,,,,0.6309573444801932,,
2,8,0.47372180048879103,0.3261678718857807,19.734014203419925,0.15,,,,0.6309573444801932,,
2,9,0.44648884347570394,0.3081106045670771,19.734014203419925,0.15,,,,0.6309573444801932,,
2,10,0.4852262394624931,0.34531797385611845,19.734014203419925,0.15,,,,0.6309573444801932,,
2,11,0.37760478535644254,0.26416381712767284,19.734014203419925,0.15,,,,0.6309573444801932,,
2,12,0.4226038242447662,0.28927556835495044,19.734014203419925,0.15,,,,0.6309573444801932,,
2,13,0.36831013993327305,0.26568597620175094,19.734014203419925,0.15,,,,0.6309573444801932,,
2,14,0.424509377945212,0.31063315291988053,19.734014203419925,0.15,,,,0.6309573444801932,,
2,15,0.4350264675259537,0.27866237998089016,19.734014203419925,0.15,,,,0.6309573444801932,,
2,16,0.36551753987881475,0.2965244554749346,19.734014203419925,0.15,,,,0.6309573444801932,,
2,17,0.44042213298470023,0.2698376601945183,19.734014203419925,0.15,,,,0.6309573444801932,,
2,18,0.3609028921373018,0.28247518841071695,19.734014203419925,0.15,,,,0.6309573444801932,,
2,19,0.37013313701727407,0.27091796633630955,19.734014203419925,0.15,,,,0.6309573444801932,,
3,0,0.42555331681545056,0.26637245718704516,21.163315674332928,0.15,,,,0.5011872336272722,,
3,1,0.3846414984737951,0.2934107007240554,21.163315674332928,0.15,,,,0.5011872336272722,,
3,2,0.43112786889099936,0.25800318162119223,21.163315674332928,0.15,,,,0.5011872336272722,,
3,3,0.394234272431177,0.2745937122106604,21.163315674332928,0.15,,,,0.5011872336272722,,
3,4,0.4356935389165486,0.3091273885336241,21.163315674332928,0.15,,,,0.5011872336272722,,
3,5,0.4347616210297813,0.2922025685355878,21.163315674332928,0.15,,,,0.5011872336272722,,
3,6,0.5235855537128234,0.29959267182568794,21.163315674332928,0.15,,,,0.5011872336272722,,
3,7,0.43961722625278815,0.28449339633264786,21.163315674332928,0.15,,,,0.5011872336272722,,
3,8,0.4980937487644251,0.2895926212993018,21.163315674332928,0.15,,,,0.5011872336272722,,
3,9,0.39220404878567955,0.2826677698011546,21.163315674332928,0.15,,,,0.5011872336272722,,
3,10,0.3469675948547134,0.27965377894300547,21.163315674332928,0.15,,,,0.5011872336272722,,
3,11,0.48329821987728755,0.3102253788213318,21.163315674332928,0.15,,,,0.5011872336272722,,
3,12,0.4100479931066122,0.2895427599843384,21.163315674332928,0.15,,,,0.5011872336272722,,
3,13,0.42492404853471005,0.29964641392608643,21.163315674332928,0.15,,,,0.5011872336272722,,
3,14,0.3977724392459013,0.24950583989022354,21.163315674332928,0.15,,,,0.5011872336272722,,
3,15,0.354686442180024,0.2511574832971192,21.163315674332928,0.15,,,,0.5011872336272722,,
3,16,0.4647461817839306,0.27784338618574056,21.163315674332928,0.15,,,,0.5011872336272722,,
3,17,0.4606133975325959,0.2800848045829964,21.163315674332928,0.15,,,,0.5011872336272722,,
3,18,0.4286697617252021,0.2654187964509148,21.163315674332928,0.15,,,,0.5011872336272722,,
3,19,0.46467543956625024,0.27506765261517024,21.163315674332928,0.15,,,,0.5011872336272722,,
4,0,0.4247101787199982,0.2610671726201119,22.663513705016417,0.15,,,,0.3981071705534972,,
