complexity,params_mean,params_std,train_mse_mean,train_mse_std,test_mse_mean,test_mse_std,learning_rate,batch_size,epochs,alpha,degree,n_features,label_corruption
1,3.0,0.0,0.985164126457996,0.01756109241917403,0.9634294250489625,0.01889496768181587,,,,,,,0.0
2,5.0,0.0,0.9438614600092585,0.056338034836419,0.9373684465308314,0.046905968633892625,,,,,,,0.0
3,7.0,0.0,0.8791513250003857,0.10974396072664322,0.8788418770445932,0.1081786406976866,,,,,,,0.0
4,9.0,0.0,0.9036564358341224,0.08243103946640336,0.8872026711781104,0.08307946960526295,,,,,,,0.0
5,11.0,0.0,0.88978799868698,0.07596052010524748,0.8960061170186379,0.07396362689384733,,,,,,,0.0
6,13.0,0.0,0.8840422434315963,0.06945178869531278,0.8773479841367398,0.0672443049993011,,,,,,,0.0
7,15.0,0.0,0.8321936063254407,0.10949960310055312,0.846932328054591,0.10085201745277844,,,,,,,0.0
8,17.0,0.0,0.844414315832917,0.08670394947475835,0.8460503134743934,0.09076765947101807,,,,,,,0.0
9,19.0,0.0,0.760484203924696,0.11086409814283617,0.7738607653580623,0.09428904725026008,,,,,,,0.0
10,21.0,0.0,0.791981197291792,0.10252588647714446,0.8161080204641327,0.10308760375753748,,,,,,,0.0
11,23.0,0.0,0.772562771344539,0.12745212743209397,0.7960401406964257,0.11206962792382999,,,,,,,0.0
12,25.0,0.0,0.7098485923109368,0.1411213985479616,0.7466388723044945,0.1407065995141064,,,,,,,0.0
13,27.0,0.0,0.7454619002333173,0.07103152758651222,0.7738761194846757,0.06760469722727881,,,,,,,0.0
14,29.0,0.0,0.6926022777700871,0.10019779713893957,0.737670760786094,0.11130559527655488,,,,,,,0.0
15,31.0,0.0,0.727582492824567,0.07242284748792416,0.7722788934834789,0.07401784732123028,,,,,,,0.0
16,33.0,0.0,0.6885560363260881,0.08609938257933342,0.7271745667016135,0.09201164062768054,,,,,,,0.0
17,35.0,0.0,0.6762575945502943,0.0938072162693572,0.7269787736743258,0.11730440331290205,,,,,,,0.0
18,37.0,0.0,0.6661148019760043,0.10447465796575793,0.7125088759352268,0.11246257058279348,,,,,,,0.0
19,39.0,0.0,0.6264456502780399,0.10206435787324421,0.6584195911392162,0.10250416878274105,,,,,,,0.0
20,41.0,0.0,0.5829811582399501,0.09134226685550295,0.6388549833161039,0.08571170725005832,,,,,,,0.0
21,43.0,0.0,0.5559938788518245,0.08508030879721865,0.6127043538967685,0.08672411617901553,,,,,,,0.0
22,45.0,0.0,0.5958577194077472,0.10476626329192222,0.6750308624171645,0.10780544189303812,,,,,,,0.0
23,47.0,0.0,0.5995230330991828,0.09384069909738882,0.6506447724979281,0.11116892384141884,,,,,,,0.0
24,49.0,0.0,0.526709378573847,0.09650218666656638,0.5730524128477877,0.09690503342386288,,,,,,,0.0
25,51.0,0.0,0.5571641567440999,0.0959549517086471,0.6081084561037041,0.1008625988942196,,,,,,,0.0
26,53.0,0.0,0.5133011512469454,0.08903080095783956,0.5903570486021695,0.09936852223147147,,,,,,,0.0
27,55.0,0.0,0.5484403737801121,0.0905015622059876,0.6238883557482818,0.09343748688667827,,,,,,,0.0
28,57.0,0.0,0.4961055742709501,0.08428751349128229,0.5750483822109249,0.10698413309588344,,,,,,,0.0
29,59.0,0.0,0.5153334925323362,0.08584932890619515,0.588196247786485,0.09282749579022348,,,,,,,0.0
30,61.0,0.0,0.48923476334270133,0.06986248760219207,0.5622128353666429,0.06719960321225214,,,,,,,0.0
31,63.0,0.0,0.4925109971272105,0.07664582561336881,0.5733500893776957,0.07426423626668531,,,,,,,0.0
32,65.0,0.0,0.5072114127153254,0.08156652918091083,0.5856016549249053,0.08465252285716802,,,,,,,0.0
33,67.0,0.0,0.4686276714590071,0.06292259557385325,0.5409867230425139,0.06514989674078785,,,,,,,0.0
34,69.0,0.0,0.4532901071406378,0.08177973499088101,0.5243348341860101,0.09610765119578027,,,,,,,0.0
35,71.0,0.0,0.44045224894813606,0.08093711799300778,0.517344792334041,0.08948992110691285,,,,,,,0.0
36,73.0,0.0,0.43792668285913006,0.08851195993635115,0.5253148050838619,0.10336276431147286,,,,,,,0.0
37,75.0,0.0,0.4651687396497478,0.05812977092495174,0.5617405220725474,0.06858221992479771,,,,,,,0.0
