complexity,run,train_mse,test_mse,params,label_corruption,learning_rate,batch_size,epochs,alpha,degree,n_features
1,0,0.8933217866364717,0.9378228454205316,3,0.0,,,,,,
1,1,0.996157939288219,1.132361629802565,3,0.0,,,,,,
1,2,0.9997116647918558,1.1395930283453155,3,0.0,,,,,,
1,3,0.8978929748553269,1.0851180607729476,3,0.0,,,,,,
1,4,0.9467549600451189,1.1147181200745586,3,0.0,,,,,,
1,5,0.9830943611068929,1.1085974682399065,3,0.0,,,,,,
1,6,0.7487722385600801,0.8182066885256363,3,0.0,,,,,,
1,7,0.8506418309557725,0.95430283913976,3,0.0,,,,,,
1,8,0.48924471900732397,0.5683396751550818,3,0.0,,,,,,
1,9,0.9977751378284646,1.135864412104239,3,0.0,,,,,,
1,10,0.98705392123208,1.1346615311120016,3,0.0,,,,,,
1,11,0.9532021952933989,1.0751526313483277,3,0.0,,,,,,
1,12,0.970811632255718,1.09367867198507,3,0.0,,,,,,
1,13,0.71456818546763,0.7714552485829976,3,0.0,,,,,,
1,14,0.9915494659128481,1.1454100696638598,3,0.0,,,,,,
1,15,0.9948445587245978,1.1476711199674583,3,0.0,,,,,,
1,16,0.9827640545291888,1.1209227123347436,3,0.0,,,,,,
1,17,0.7840466904765865,0.8866338450952223,3,0.0,,,,,,
1,18,0.5818524857650769,0.6689877279581496,3,0.0,,,,,,
1,19,0.9976466844018224,1.1437227327191695,3,0.0,,,,,,
2,0,0.8751107109324989,0.9241590897277763,5,0.0,,,,,,
2,1,0.8976540170235159,0.9099181097978571,5,0.0,,,,,,
2,2,0.8300657546785405,0.9362461903121757,5,0.0,,,,,,
2,3,0.7717892293573393,0.8058381963998941,5,0.0,,,,,,
2,4,0.9126312431960976,1.0279392431047685,5,0.0,,,,,,
2,5,0.5527881069339299,0.6313929780995541,5,0.0,,,,,,
2,6,0.806519050482904,0.9442633393576453,5,0.0,,,,,,
2,7,0.6103896050821951,0.6579774259156776,5,0.0,,,,,,
2,8,0.6740629925494008,0.7998234796330355,5,0.0,,,,,,
2,9,0.704635611990426,0.8479829635566164,5,0.0,,,,,,
2,10,0.9660002650673628,1.0974225413470036,5,0.0,,,,,,
2,11,0.746110024302028,0.8318059547364871,5,0.0,,,,,,
2,12,0.5654605348643366,0.5951250183535566,5,0.0,,,,,,
2,13,0.8953158044596831,1.0142099875816721,5,0.0,,,,,,
2,14,0.53948354540178,0.6032545480050754,5,0.0,,,,,,
2,15,0.9640043652638435,1.1225250229260726,5,0.0,,,,,,
2,16,0.679401675408708,0.7759921985375287,5,0.0,,,,,,
2,17,0.7564169650696224,0.8144020764976689,5,0.0,,,,,,
2,18,0.8377539924310617,0.9331628750181561,5,0.0,,,,,,
2,19,0.8754175566424831,1.0018604983828645,5,0.0,,,,,,
3,0,0.38903342129850466,0.4454266654647534,7,0.0,,,,,,
3,1,0.31064745517950515,0.3943617003679103,7,0.0,,,,,,
