complexity,run,train_mse,test_mse,params,label_corruption,learning_rate,batch_size,epochs,alpha,degree,n_features
1,0,0.9428984576085605,0.895208016736542,7,0.0,0.001,,10000,,,
1,1,0.9992322234123238,0.9446818563633057,7,0.0,0.001,,10000,,,
1,2,0.9817145891503841,0.9343086102203253,7,0.0,0.001,,10000,,,
1,3,0.9761226226123795,0.9437186680530751,7,0.0,0.001,,10000,,,
1,4,0.9328470277700771,0.8797570547151533,7,0.0,0.001,,10000,,,
1,5,0.9426993967532623,0.8936615579618565,7,0.0,0.001,,10000,,,
1,6,0.9328461937271615,0.8797787144869438,7,0.0,0.001,,10000,,,
1,7,0.9345318212209683,0.8828194529921899,7,0.0,0.001,,10000,,,
1,8,0.9329432264675906,0.8787653702643704,7,0.0,0.001,,10000,,,
1,9,0.9998833153162011,0.9409699909547898,7,0.0,0.001,,10000,,,
1,10,0.9817145340563626,0.9342979134945224,7,0.0,0.001,,10000,,,
1,11,0.9999999812376136,0.9411883395111211,7,0.0,0.001,,10000,,,
1,12,0.9328593734536811,0.8795087572254211,7,0.0,0.001,,10000,,,
1,13,0.9310621770129051,0.8840312877931137,7,0.0,0.001,,10000,,,
1,14,0.9329437626752634,0.8787669415141612,7,0.0,0.001,,10000,,,
1,15,0.9310614849014716,0.8840185920420768,7,0.0,0.001,,10000,,,
1,16,0.9807827460416756,0.9323949694849197,7,0.0,0.001,,10000,,,
1,17,0.9733884390285152,0.9449275107907003,7,0.0,0.001,,10000,,,
1,18,0.9329438466279607,0.8787658171315388,7,0.0,0.001,,10000,,,
1,19,0.931061001702958,0.8839963630746404,7,0.0,0.001,,10000,,,
2,0,0.9030056504439474,0.8869237686890212,13,0.0,0.001,,10000,,,
2,1,0.9355299616598229,0.9039945972563241,13,0.0,0.001,,10000,,,
2,2,0.9246016605165657,0.8961699136833052,13,0.0,0.001,,10000,,,
2,3,0.9170062865620592,0.8929290931377536,13,0.0,0.001,,10000,,,
2,4,0.9112206387308174,0.8955495465654579,13,0.0,0.001,,10000,,,
2,5,0.9411391844535747,0.9256512373933672,13,0.0,0.001,,10000,,,
2,6,0.9684639733089332,0.9306377539098996,13,0.0,0.001,,10000,,,
2,7,0.9293559031332944,0.8927132096443955,13,0.0,0.001,,10000,,,
2,8,0.9183460865771798,0.8945332834008924,13,0.0,0.001,,10000,,,
2,9,0.9377706519652527,0.8908262861594771,13,0.0,0.001,,10000,,,
2,10,0.9184459831958598,0.8875828905004044,13,0.0,0.001,,10000,,,
2,11,0.9312241451739124,0.8863846353475116,13,0.0,0.001,,10000,,,
2,12,0.9178666114410439,0.8861374875563601,13,0.0,0.001,,10000,,,
2,13,0.939181878288542,0.9099913211812832,13,0.0,0.001,,10000,,,
2,14,0.920673472969142,0.8952540747973465,13,0.0,0.001,,10000,,,
2,15,0.9313821541177237,0.8828849030509303,13,0.0,0.001,,10000,,,
2,16,0.9361562848986961,0.8983065828455413,13,0.0,0.001,,10000,,,
2,17,0.9274780665606172,0.8956433428581823,13,0.0,0.001,,10000,,,
2,18,0.9769554032365172,0.9272055270743593,13,0.0,0.001,,10000,,,
2,19,0.9263602383495768,0.8947424116282113,13,0.0,0.001,,10000,,,
3,0,0.9262634203350936,0.8810268170795519,19,0.0,0.001,,10000,,,
